股票代码,股票简称,个股热度[20251224],个股热度排名[20251224],market_code,code,最新价,最新涨跌幅
300551.SZ,古鳌科技,15238.5,974,33,300551,16.08,3.4083601286173475
002590.SZ,万安科技,15228.0,975,33,002590,14.75,0.9582477754962394
603301.SH,振德医疗,15219.0,976,17,603301,73.65,3.484614303779688
002023.SZ,海特高新,15215.0,977,33,002023,13.12,3.144654088050303
002888.SZ,惠威科技,15168.5,978,33,002888,20.43,-1.5421686746987966
002416.SZ,爱施德,15160.0,979,33,002416,12.12,2.106149957877001
002093.SZ,国脉科技,15128.0,980,33,002093,11.47,1.325088339222618
300068.SZ,南都电源,15093.5,981,33,300068,15.9,0.9523809523809547
601700.SH,风范股份,15082.5,982,17,601700,5.43,2.8409090909090806
301117.SZ,佳缘科技,15079.5,983,33,301117,48.63,3.380102040816334
000785.SZ,居然智家,15066.0,984,33,000785,3.03,-1.3029315960912065
000768.SZ,中航西飞,15055.5,985,33,000768,24.84,2.1381578947368403
600829.SH,人民同泰,15052.5,986,17,600829,11.76,0.7712082262210784
002960.SZ,青鸟消防,15020.5,987,33,002960,11.41,3.2579185520361937
603928.SH,兴业股份,14997.5,988,17,603928,17.06,1.729278473464515
002231.SZ,*ST奥维,14996.5,989,33,002231,1.65,-4.624277456647403
600938.SH,中国海油,14995.5,990,17,600938,28.11,0.0
601615.SH,明阳智能,14929.5,991,17,601615,14.51,1.468531468531462
002374.SZ,中锐股份,14884.5,992,33,002374,3.61,1.1204481792717098
300745.SZ,欣锐科技,14881.5,993,33,300745,27.35,9.839357429718888
002266.SZ,浙富控股,14875.5,994,33,002266,4.17,0.24038461538461026
603708.SH,家家悦,14873.5,995,17,603708,12.27,-2.7733755942947678
002644.SZ,佛慈制药,14832.5,996,33,002644,9.09,-1.7297297297297312
000892.SZ,欢瑞世纪,14816.5,997,33,000892,6.98,0.7215007215007317
301165.SZ,锐捷网络,14798.5,998,33,301165,83.22,-1.63120567375886
300129.SZ,泰胜风能,14786.5,999,33,300129,8.93,5.058823529411761
000513.SZ,丽珠集团,14783.5,1000,33,000513,35.08,1.2117714945181817
300054.SZ,鼎龙股份,14779.0,1001,33,300054,38.84,-0.918367346938774
000688.SZ,国城矿业,14773.5,1002,33,000688,26.96,-3.2998565279770378
601069.SH,西部黄金,14752.0,1003,17,601069,27.74,-2.4270137179036273
300398.SZ,飞凯材料,14739.0,1004,33,300398,23.55,1.1597938144329878
000831.SZ,中国稀土,14733.0,1005,33,000831,45.64,0.30769230769230893
600156.SH,华升股份,14723.0,1006,17,600156,8.75,5.294825511432004
603709.SH,中源家居,14701.5,1007,17,603709,16.61,0.972644376899697
300553.SZ,集智股份,14694.5,1008,33,300553,38.14,5.621711437274996
300458.SZ,全志科技,14693.5,1009,33,300458,42.04,2.038834951456302
603363.SH,傲农生物,14692.0,1010,17,603363,4.66,-0.4273504273504183
002523.SZ,天桥起重,14684.0,1011,33,002523,4.27,-1.1574074074074239
600984.SH,建设机械,14673.5,1012,17,600984,4.1,-2.6128266033254235
002112.SZ,三变科技,14653.5,1013,33,002112,13.82,1.5429831006612849
600489.SH,中金黄金,14610.0,1014,17,600489,23.95,-0.7459593866556142
300496.SZ,中科创达,14571.0,1015,33,300496,66.3,0.7292616226071165
605318.SH,法狮龙,14570.0,1016,17,605318,68.2,-1.9692396147764704
600610.SH,中毅达,14556.5,1017,17,600610,9.93,1.1201629327902183
002430.SZ,杭氧股份,14539.5,1018,33,002430,29.88,1.0825439783491215
003018.SZ,金富科技,14529.5,1019,33,003018,17.63,1.3801035077630732
300347.SZ,泰格医药,14528.5,1020,33,300347,53.52,4.879482657260438
688027.SH,国盾量子,14519.0,1021,17,688027,513.25,-1.0831229402355127
600589.SH,大位科技,14513.5,1022,17,600589,7.15,0.7042253521126861
600053.SH,九鼎投资,14508.5,1023,17,600053,20.08,3.3985581874356154
300327.SZ,中颖电子,14431.0,1024,33,300327,29.07,3.969957081545062
002537.SZ,海联金汇,14415.5,1025,33,002537,8.29,2.7261462205699982
002648.SZ,卫星化学,14399.5,1026,33,002648,16.99,0.5920663114268672
300748.SZ,金力永磁,14393.0,1027,33,300748,33.82,0.44550044550044127
601857.SH,中国石油,14378.5,1028,17,601857,9.85,-0.4044489383215462
600192.SH,长城电工,14378.0,1029,17,600192,9.4,1.6216216216216255
002277.SZ,友阿股份,14372.5,1030,33,002277,7.25,0.138121546961323
600905.SH,三峡能源,14358.0,1031,17,600905,4.14,0.4854368932038731
002678.SZ,珠江钢琴,14309.0,1032,33,002678,5.2,-0.952380952380949
002306.SZ,*ST云网,14292.0,1034,33,002306,2.03,5.18134715025906
603777.SH,来伊份,14292.0,1033,17,603777,14.34,0.42016806722689426
002373.SZ,千方科技,14253.5,1035,33,002373,11.6,2.2026431718061676
000017.SZ,深中华A,14238.5,1036,33,000017,8.29,0.36319612590798256
600869.SH,远东股份,14224.5,1037,17,600869,7.86,0.38314176245211046
300474.SZ,景嘉微,14208.5,1038,33,300474,74.78,0.5107526881720369
688411.SH,海博思创,14203.0,1039,17,688411,275.99,6.190842631781467
301568.SZ,思泰克,14175.0,1040,33,301568,48.66,4.735256134309074
600685.SH,中船防务,14155.0,1041,17,600685,27.88,1.4186977082575503
300400.SZ,劲拓股份,14121.5,1042,33,300400,20.83,6.005089058524172
300179.SZ,四方达,14111.5,1043,33,300179,15.63,1.7578125000000089
000960.SZ,锡业股份,14102.5,1044,33,000960,27.48,-1.5406664278036535
600009.SH,上海机场,14082.5,1045,17,600009,33.65,1.355421686746975
603629.SH,利通电子,14060.5,1046,17,603629,26.87,1.0150375939849607
688012.SH,中微公司,14051.0,1047,17,688012,272.72,0.0
002370.SZ,亚太药业,14039.5,1048,33,002370,7.33,1.5235457063711957
603158.SH,腾龙股份,14037.5,1049,17,603158,10.51,0.2862595419847267
605188.SH,国光连锁,14020.5,1050,17,605188,20.75,-0.47961630695444324
600067.SH,冠城新材,14007.5,1051,17,600067,4.32,4.096385542168672
001296.SZ,长江材料,13983.5,1052,33,001296,27.71,1.0944910616563324
688195.SH,腾景科技,13973.0,1053,17,688195,177.3,-1.4999999999999938
600050.SH,中国联通,13971.5,1054,17,600050,5.13,0.39138943248531455
603221.SH,爱丽家居,13956.5,1055,17,603221,12.73,-0.23510971786833354
603861.SH,白云电器,13944.0,1056,17,603861,12.37,-0.5627009646302273
601168.SH,西部矿业,13912.5,1057,17,601168,25.97,0.19290123456789027
603773.SH,沃格光电,13911.5,1058,17,603773,32.98,3.1592117610259556
300657.SZ,弘信电子,13896.0,1059,33,300657,27.98,2.415812591508053
601137.SH,博威合金,13814.5,1061,17,601137,21.98,0.6410256410256436
603296.SH,华勤技术,13814.5,1060,17,603296,94.45,2.3182753764489226
300512.SZ,中亚股份,13799.0,1062,33,300512,11.15,5.787476280834927
301486.SZ,致尚科技,13783.5,1063,33,301486,111.5,-0.800711743772247
600599.SH,*ST熊猫,13775.5,1064,22,600599,10.31,2.9970029970030043
600843.SH,上工申贝,13727.0,1065,17,600843,11.66,1.5679442508710777
300576.SZ,容大感光,13705.0,1066,33,300576,40.68,-0.5378973105134447
002334.SZ,英威腾,13701.0,1067,33,002334,8.98,1.8140589569161014
300201.SZ,海伦哲,13679.0,1068,33,300201,6.22,4.713804713804703
601908.SH,京运通,13672.5,1069,17,601908,4.06,0.9950248756218916
301293.SZ,三博脑科,13579.5,1070,33,301293,56.48,2.4301777294160254
002713.SZ,*ST东易,13567.5,1071,33,002713,10.37,-0.4798464491362832
688484.SH,南芯科技,13565.5,1072,17,688484,41.75,8.837330552659022
600160.SH,巨化股份,13535.0,1073,17,600160,37.4,-0.24006401707122807
300170.SZ,汉得信息,13522.5,1074,33,300170,17.16,1.06007067137809
002150.SZ,通润装备,13507.0,1075,33,002150,19.97,3.3109156751164024
603306.SH,华懋科技,13501.0,1076,17,603306,63.1,2.1531487777238114
600756.SH,浪潮软件,13490.0,1077,17,600756,17.45,1.1594202898550683
300722.SZ,新余国科,13488.0,1078,33,300722,34.05,3.275705186533207
600345.SH,长江通信,13442.5,1079,17,600345,29.75,2.9768085842852177
002177.SZ,御银股份,13416.5,1080,33,002177,6.89,1.4727540500736325
603260.SH,合盛硅业,13410.0,1081,17,603260,52.57,0.1333333333333339
600697.SH,欧亚集团,13407.5,1082,17,600697,14.09,-1.948503827418228
002582.SZ,好想你,13388.5,1083,33,002582,10.82,-0.09233610341643386
300843.SZ,胜蓝股份,13384.5,1084,33,300843,54.11,2.22935953145664
603236.SH,移远通信,13330.5,1085,17,603236,94.97,2.515112262521587
688503.SH,聚和材料,13290.5,1086,17,688503,64.89,7.34491315136476
600126.SH,杭钢股份,13265.0,1087,17,600126,7.97,0.8860759493670809
603738.SH,泰晶科技,13248.0,1088,17,603738,15.58,2.230971128608923
603015.SH,弘讯科技,13223.5,1089,17,603015,12.72,3.330625507717304
300739.SZ,明阳电路,13212.0,1090,33,300739,18.22,1.8446059250978104
300568.SZ,星源材质,13195.5,1091,33,300568,15.02,0.5354752342704154
600862.SH,中航高科,13152.0,1092,17,600862,22.1,1.376146788990829
001267.SZ,汇绿生态,13150.0,1093,33,001267,21.54,0.37278657968312345
002354.SZ,天娱数科,13143.0,1094,33,002354,6.19,1.309328968903438
002190.SZ,成飞集成,13127.5,1095,33,002190,36.4,2.103786816269285
600778.SH,友好集团,13125.0,1096,17,600778,7.36,1.3774104683195667
688234.SH,天岳先进,13090.5,1097,17,688234,91.95,6.608695652173916
300565.SZ,科信技术,13011.0,1098,33,300565,12.81,4.315960912052127
002077.SZ,大港股份,12997.5,1099,33,002077,14.87,1.6404647983595244
000411.SZ,英特集团,12958.0,1100,33,000411,12.39,-0.4019292604501522
002915.SZ,中欣氟材,12944.0,1101,33,002915,23.0,-0.6479481641468622
603969.SH,银龙股份,12906.0,1102,17,603969,9.9,5.76923076923078
301269.SZ,华大九天,12901.0,1103,33,301269,108.05,1.5793926859076737
000034.SZ,神州数码,12900.0,1104,33,000034,38.22,1.4869888475836492
301120.SZ,新特电气,12875.5,1105,33,301120,19.1,3.523035230352315
600590.SH,泰豪科技,12783.5,1106,17,600590,9.15,2.9246344206974104
002925.SZ,盈趣科技,12771.0,1107,33,002925,17.1,0.5882352941176554
300137.SZ,先河环保,12764.5,1108,33,300137,10.96,3.886255924170617
600516.SH,方大炭素,12756.0,1109,17,600516,5.75,0.7005253940455348
605336.SH,帅丰电器,12752.5,1110,17,605336,16.2,7.427055702917766
000833.SZ,粤桂股份,12746.5,1111,33,000833,18.8,0.26666666666667044
600163.SH,中闽能源,12738.5,1112,17,600163,5.99,2.2184300341296908
600331.SH,宏达股份,12728.0,1113,17,600331,12.17,-3.3359809372517866
002210.SZ,飞马国际,12713.5,1114,33,002210,3.65,0.27472527472526886
600586.SH,金晶科技,12712.5,1115,17,600586,5.8,3.9426523297490994
003816.SZ,中国广核,12692.5,1116,33,003816,3.84,0.5235602094240842
603876.SH,鼎胜新材,12684.5,1117,17,603876,13.77,-1.853171774768352
300769.SZ,德方纳米,12665.0,1118,33,300769,44.89,1.240414975191694
001696.SZ,宗申动力,12655.5,1119,33,001696,20.98,0.9624639076034613
603087.SH,甘李药业,12641.0,1120,17,603087,66.92,-0.5646359583952384
002312.SZ,川发龙蟒,12610.0,1121,33,002312,11.02,0.09082652134423058
688523.SH,航天环宇,12590.0,1122,17,688523,40.71,3.561434749427623
601066.SH,中信建投,12589.0,1123,17,601066,26.75,0.2999625046869077
300017.SZ,网宿科技,12577.5,1124,33,300017,10.15,1.0956175298804902
002718.SZ,友邦吊顶,12562.0,1125,33,002718,,
300004.SZ,南风股份,12560.5,1126,33,300004,12.13,2.362869198312246
003003.SZ,天元股份,12560.0,1127,33,003003,14.0,5.820105820105817
603809.SH,豪能股份,12552.5,1128,17,603809,12.77,3.066989507667466
001376.SZ,百通能源,12523.0,1129,33,001376,15.65,3.028308097432527
002803.SZ,吉宏股份,12521.5,1130,33,002803,17.13,3.379601689800837
603166.SH,福达股份,12507.5,1131,17,603166,15.63,3.853820598006645
600702.SH,舍得酒业,12505.0,1132,17,600702,57.47,-0.24301336573511642
002052.SZ,同洲电子,12498.0,1133,33,002052,12.75,1.837060702875403
605179.SH,一鸣食品,12481.5,1134,17,605179,22.15,2.1207929921622743
300947.SZ,德必集团,12471.5,1135,33,300947,20.83,-0.23946360153257046
600259.SH,广晟有色,12447.5,1136,17,600259,53.25,-1.279199110122354
601828.SH,美凯龙,12444.5,1137,17,601828,2.84,0.3533568904593564
002432.SZ,九安医疗,12442.0,1138,33,002432,40.77,0.19660850331778176
688017.SH,绿的谐波,12438.0,1139,17,688017,159.75,2.174608250719543
001298.SZ,好上好,12428.5,1140,33,001298,29.65,2.065404475043022
601777.SH,千里科技,12427.5,1141,17,601777,10.66,2.499999999999998
601336.SH,新华保险,12412.0,1142,17,601336,71.22,-2.0492366937147506
002396.SZ,星网锐捷,12410.0,1143,33,002396,29.36,0.30748206354629265
300718.SZ,长盛轴承,12409.0,1144,33,300718,80.33,0.43760940235058055
000818.SZ,航锦科技,12406.5,1145,33,000818,19.07,2.0877944325481828
605117.SH,德业股份,12399.0,1146,17,605117,86.68,-0.2072300253281057
603688.SH,石英股份,12393.5,1147,17,603688,38.0,1.495726495726502
300073.SZ,当升科技,12390.0,1148,33,300073,58.88,0.5121201775350022
002681.SZ,奋达科技,12376.5,1149,33,002681,6.59,1.2288786482334881
002045.SZ,国光电器,12367.0,1150,33,002045,14.22,1.9354838709677518
300978.SZ,东箭科技,12341.5,1151,33,300978,13.63,1.2630014858841003
002563.SZ,森马服饰,12329.5,1152,33,002563,5.44,-0.7299270072992706
000567.SZ,海德股份,12306.0,1153,33,000567,6.81,-1.1611030478955018
002092.SZ,中泰化学,12290.5,1154,33,002092,4.76,3.478260869565221
300821.SZ,东岳硅材,12279.5,1155,33,300821,12.25,0.9060955518945587
688608.SH,恒玄科技,12257.0,1156,17,688608,226.62,6.629652284383384
000776.SZ,广发证券,12242.0,1157,33,000776,22.1,0.8671839342765919
000016.SZ,深康佳A,12219.0,1158,33,000016,5.14,0.7843137254901968
600650.SH,锦江在线,12208.5,1159,17,600650,15.64,0.38510911424904043
300094.SZ,国联水产,12200.0,1160,33,300094,3.81,1.3297872340425603
600876.SH,凯盛新能,12198.0,1161,17,600876,10.08,3.278688524590167
600802.SH,福建水泥,12196.5,1162,17,600802,7.18,2.571428571428567
600725.SH,云维股份,12196.5,1163,17,600725,4.05,-3.3412887828162425
002181.SZ,粤传媒,12193.5,1164,33,002181,8.37,0.7220216606498041
601619.SH,嘉泽新能,12180.0,1165,17,601619,4.58,1.1037527593818945
300672.SZ,国科微,12173.0,1166,33,300672,104.66,2.4270894499902034
000700.SZ,模塑科技,12159.5,1167,33,000700,10.47,-1.4124293785310602
000777.SZ,中核科技,12156.5,1168,33,000777,21.33,1.9598470363288554
002800.SZ,天顺股份,12139.5,1169,33,002800,14.85,-1.0000000000000024
600100.SH,同方股份,12101.0,1170,17,600100,8.39,2.317073170731723
603396.SH,金辰股份,12088.0,1171,17,603396,33.34,5.074062401512773
001373.SZ,翔腾新材,12080.5,1172,33,001373,30.26,3.7722908093278513
688005.SH,容百科技,12062.0,1173,17,688005,30.67,3.7199864727764673
300627.SZ,华测导航,12027.5,1174,33,300627,32.91,2.0148791072535603
601086.SH,国芳集团,11998.5,1175,17,601086,10.6,0.18903591682419257
002162.SZ,悦心健康,11992.0,1176,33,002162,4.69,0.2136752136752281
300130.SZ,新国都,11981.0,1177,33,300130,25.45,4.004903964037599
000826.SZ,启迪环境,11978.0,1178,33,000826,2.25,-0.8810572687224677
000062.SZ,深圳华强,11973.5,1179,33,000062,24.4,1.077050538525261
301358.SZ,湖南裕能,11967.5,1180,33,301358,67.16,1.5575381823680647
603200.SH,上海洗霸,11965.0,1181,17,603200,71.68,0.5611672278339025
002027.SZ,分众传媒,11941.0,1182,33,002027,7.14,-1.381215469613267
300780.SZ,德恩精工,11921.0,1183,33,300780,18.53,4.985835694051007
688472.SH,阿特斯,11897.0,1184,17,688472,15.74,0.12722646310432298
600196.SH,复星医药,11884.5,1185,17,600196,27.11,0.07382798080472341
002268.SZ,电科网安,11876.0,1186,33,002268,18.04,-0.16602102933038815
300747.SZ,锐科激光,11872.0,1187,33,300747,26.81,3.0757400999615423
688629.SH,华丰科技,11852.0,1188,17,688629,95.88,1.2246621621621585
300424.SZ,航新科技,11836.0,1190,33,300424,17.79,5.453467694131583
301030.SZ,仕净科技,11836.0,1189,33,301030,12.32,7.59825327510918
302132.SZ,中航成飞,11832.5,1191,33,302132,76.36,1.5560579864343687
600234.SH,科新发展,11830.5,1192,17,600234,13.25,-3.2140248356464536
601877.SH,正泰电器,11828.5,1193,17,601877,28.2,0.7142857142857117
600161.SH,天坛生物,11813.0,1194,17,600161,16.6,2.913825170489786
002165.SZ,红宝丽,11805.0,1196,33,002165,7.79,0.7761966364812368
600482.SH,中国动力,11805.0,1195,17,600482,20.68,1.7215937038858902
603124.SH,江南新材,11790.5,1197,17,603124,82.22,1.3935133801948396
002677.SZ,浙江美大,11779.0,1198,33,002677,8.48,-1.5098722415795471
300594.SZ,朗进科技,11775.5,1199,33,300594,20.47,7.060669456066933
605339.SH,南侨食品,11772.0,1200,17,605339,20.82,0.3857280617164988
002897.SZ,意华股份,11770.0,1201,33,002897,49.71,2.0739219712525627
600497.SH,驰宏锌锗,11760.0,1202,17,600497,7.21,0.2781641168289231
002783.SZ,凯龙股份,11739.0,1203,33,002783,9.69,1.572327044025161
000723.SZ,美锦能源,11724.5,1204,33,000723,4.66,0.43103448275863065
002084.SZ,海鸥住工,11723.0,1205,33,002084,3.99,2.3076923076923155
601020.SH,华钰矿业,11713.0,1206,17,601020,27.23,0.14711290915777545
600518.SH,康美药业,11685.0,1207,17,600518,1.93,0.5208333333333338
600536.SH,中国软件,11665.0,1208,17,600536,45.1,0.9400179051029581
002490.SZ,山东墨龙,11657.5,1209,33,002490,6.46,1.095461658841945
002553.SZ,南方精工,11643.0,1210,33,002553,26.35,2.2903726708074528
600576.SH,祥源文旅,11633.5,1211,17,600576,5.92,0.1692047377326529
300245.SZ,天玑科技,11627.5,1212,33,300245,12.06,5.327510917030579
002949.SZ,华阳国际,11610.5,1213,33,002949,14.68,7.545787545787541
301468.SZ,博盈特焊,11598.5,1214,33,301468,54.0,0.7086907870197735
603712.SH,七一二,11597.0,1215,17,603712,19.17,1.8056293149230136
300364.SZ,中文在线,11567.5,1216,33,300364,23.79,1.840753424657533
600797.SH,浙大网新,11566.0,1217,17,600797,9.66,0.20746887966804536
002489.SZ,浙江永强,11565.5,1218,33,002489,4.03,2.8061224489796
603159.SH,上海亚虹,11563.0,1219,17,603159,25.3,7.659574468085109
601766.SH,中国中车,11519.0,1220,17,601766,6.93,0.4347826086956429
002125.SZ,湘潭电化,11507.5,1221,33,002125,14.51,-1.2253233492171527
300368.SZ,汇金股份,11498.5,1222,33,300368,14.63,2.307692307692308
603506.SH,南都物业,11494.5,1223,17,603506,13.4,4.037267080745338
603345.SH,安井食品,11479.0,1224,17,603345,80.85,-1.402439024390251
300478.SZ,杭州高新,11478.0,1225,33,300478,33.8,5.989338350580108
300200.SZ,高盟新材,11468.5,1226,33,300200,12.42,0.24213075060532172
601328.SH,交通银行,11455.5,1227,17,601328,7.36,-1.075268817204302
603659.SH,璞泰来,11442.0,1228,17,603659,27.44,0.18254837531946225
600637.SH,东方明珠,11431.0,1229,17,600637,9.43,2.500000000000005
603099.SH,长白山,11424.5,1230,17,603099,44.92,0.04454342984410496
603319.SH,美湖股份,11418.5,1231,17,603319,37.13,5.753346624893202
301191.SZ,菲菱科思,11413.5,1232,33,301191,110.96,-2.6837396947903898
300177.SZ,中海达,11399.0,1233,33,300177,9.95,3.1088082901554293
300937.SZ,药易购,11395.5,1234,33,300937,34.35,-3.0208921513269344
603290.SH,斯达半导,11383.0,1235,17,603290,96.05,1.6940179989412327
603068.SH,博通集成,11381.5,1236,17,603068,37.17,2.5379310344827632
600641.SH,先导基电,11366.0,1237,17,600641,17.39,0.5202312138728316
002772.SZ,众兴菌业,11360.5,1238,33,002772,14.8,2.7777777777777803
600611.SH,大众交通,11346.0,1239,17,600611,5.54,0.727272727272728
000876.SZ,新希望,11317.0,1240,33,000876,9.1,-0.3285870755750398
603128.SH,华贸物流,11311.0,1241,17,603128,6.13,0.6568144499178988
300913.SZ,兆龙互连,11307.5,1243,33,300913,55.9,0.46728971962616467
603268.SH,*ST松发,11307.5,1242,22,603268,85.01,5.00247035573124
002337.SZ,赛象科技,11291.0,1244,33,002337,6.37,3.915171288743886
600595.SH,中孚实业,11290.0,1245,17,600595,8.11,0.49566294919453713
300943.SZ,春晖智控,11277.5,1246,33,300943,20.32,5.175983436853002
600268.SH,国电南自,11227.5,1247,17,600268,10.7,0.943396226415091
002056.SZ,横店东磁,11225.5,1248,33,002056,19.98,0.30120481927710197
601633.SH,长城汽车,11224.0,1249,17,601633,22.02,-0.3168854685378012
002301.SZ,齐心集团,11220.5,1250,33,002301,7.52,-0.1328021248340063
301200.SZ,大族数控,11215.0,1251,33,301200,124.3,0.25810614615259975
603444.SH,吉比特,11203.5,1252,17,603444,435.84,-1.5028588216682939
002701.SZ,奥瑞金,11195.5,1253,33,002701,6.19,1.8092105263157947
603728.SH,鸣志电器,11191.0,1254,17,603728,63.8,0.07843137254901515
000829.SZ,天音控股,11165.5,1255,33,000829,10.77,1.1267605633802744
600981.SH,苏豪汇鸿,11165.0,1256,17,600981,3.32,0.9118541033434591
002028.SZ,思源电气,11157.0,1258,33,002028,149.86,-0.21972168586456095
002303.SZ,美盈森,11157.0,1257,33,002303,4.18,3.209876543209874
601099.SH,太平洋,11139.5,1259,17,601099,4.13,0.9779951100244508
300779.SZ,惠城环保,11132.5,1260,33,300779,147.56,7.106046309065828
688126.SH,沪硅产业,11119.5,1261,17,688126,21.82,1.4411901441190083
600152.SH,维科技术,11076.0,1262,17,600152,6.98,2.0467836257310026
300435.SZ,中泰股份,11071.5,1263,33,300435,22.35,3.2332563510392744
300763.SZ,锦浪科技,11057.0,1264,33,300763,72.29,1.2464985994397766
300007.SZ,汉威科技,11051.5,1265,33,300007,47.16,1.725625539257975
603610.SH,麒盛科技,11022.0,1266,17,603610,20.34,4.791344667697062
301369.SZ,联动科技,11013.5,1267,33,301369,135.06,-3.050750125619123
600058.SH,五矿发展,11011.5,1268,17,600058,9.89,0.918367346938774
300411.SZ,金盾股份,11007.5,1269,33,300411,11.41,1.3321492007104827
000756.SZ,新华制药,11006.0,1270,33,000756,15.8,0.8939974457215872
301079.SZ,邵阳液压,10996.5,1271,33,301079,28.83,1.693121693121682
002119.SZ,康强电子,10986.0,1272,33,002119,16.75,1.392251815980632
002094.SZ,青岛金王,10983.5,1273,33,002094,7.14,0.8474576271186386
002180.SZ,纳思达,10973.5,1274,33,002180,19.35,-1.7766497461928827
000060.SZ,中金岭南,10972.5,1275,33,000060,5.59,0.3590664272890408
600138.SH,中青旅,10967.5,1276,17,600138,10.2,-0.6815968841285325
600218.SH,全柴动力,10957.0,1277,17,600218,10.78,1.1257035647279476
300078.SZ,思创医惠,10950.5,1278,33,300078,4.23,2.4213075060532816
002132.SZ,恒星科技,10947.5,1279,33,002132,3.69,3.361344537815129
002679.SZ,福建金森,10933.0,1280,33,002679,12.55,2.4489795918367405
002439.SZ,启明星辰,10915.5,1281,33,002439,14.06,0.21382751247327966
300489.SZ,光智科技,10914.0,1282,33,300489,48.27,5.2321778940484105
603668.SH,天马科技,10911.5,1283,17,603668,15.87,-0.7504690431519762
301687.SZ,新广益,10908.5,1284,33,301687,,
000048.SZ,京基智农,10902.0,1285,33,000048,14.2,4.488594554819716
300786.SZ,国林科技,10895.5,1286,33,300786,17.13,2.6363091671659538
603886.SH,元祖股份,10889.5,1287,17,603886,14.16,2.3121387283237014
002520.SZ,日发精机,10882.5,1288,33,002520,6.02,2.207130730050932
605377.SH,华旺科技,10875.0,1289,17,605377,8.41,-0.5910165484633653
600135.SH,乐凯胶片,10873.0,1290,17,600135,8.93,2.8801843317972353
603098.SH,森特股份,10863.0,1291,17,603098,13.51,2.815829528158289
300753.SZ,爱朋医疗,10850.0,1292,33,300753,27.82,5.779467680608363
002532.SZ,天山铝业,10843.0,1293,33,002532,14.76,1.8633540372670778
920885.BJ,星辰科技,10829.5,1294,151,920885,25.18,1.2057877813504851
603160.SH,汇顶科技,10824.5,1295,17,603160,78.56,1.5380638490370915
300903.SZ,科翔股份,10818.5,1296,33,300903,18.76,0.5898123324396943
300432.SZ,富临精工,10818.0,1297,33,300432,15.62,1.1003236245954688
002487.SZ,大金重工,10817.0,1298,33,002487,54.12,-0.8972715619849881
603533.SH,掌阅科技,10792.0,1299,17,603533,19.22,1.5856236786469193
002993.SZ,奥海科技,10783.0,1300,33,002993,45.85,5.3780740059756456
600721.SH,百花医药,10780.0,1301,17,600721,10.85,-1.1839708561020108
002265.SZ,建设工业,10758.5,1302,33,002265,25.73,2.0222045995241933
002727.SZ,一心堂,10756.0,1303,33,002727,13.68,-0.14598540145985092
600085.SH,同仁堂,10750.5,1304,17,600085,31.77,0.22082018927444885
300046.SZ,台基股份,10742.0,1305,33,300046,35.26,1.584557764333037
000959.SZ,首钢股份,10728.5,1306,33,000959,4.99,2.4640657084188935
301128.SZ,强瑞技术,10714.5,1307,33,301128,95.31,1.2320764737121577
600882.SH,妙可蓝多,10693.5,1308,17,600882,27.42,-2.834868887313952
000812.SZ,陕西金叶,10670.5,1309,33,000812,4.99,1.2170385395537626
301256.SZ,华融化学,10639.5,1310,33,301256,14.76,-0.7397444519166069
600506.SH,统一股份,10636.0,1311,17,600506,23.86,1.4024649383765333
300111.SZ,向日葵,10624.0,1312,33,300111,7.21,1.9801980198019755
688239.SH,航宇科技,10618.5,1313,17,688239,61.8,4.88798370672097
002304.SZ,洋河股份,10617.5,1314,33,002304,62.1,-0.06437077566784542
600970.SH,中材国际,10612.5,1315,17,600970,10.51,2.4366471734892787
300759.SZ,康龙化成,10608.0,1316,33,300759,28.91,0.34710170079833885
002575.SZ,群兴玩具,10607.5,1317,33,002575,6.26,1.9543973941368096
600490.SH,鹏欣资源,10595.0,1318,17,600490,7.95,-0.8728179551122119
002845.SZ,同兴达,10593.5,1319,33,002845,14.48,5.003625815808567
300360.SZ,炬华科技,10584.5,1320,33,300360,17.35,-1.195899772209552
600120.SH,浙江东方,10568.0,1321,17,600120,6.11,0.9917355371900909
603912.SH,佳力图,10562.5,1322,17,603912,8.67,1.880141010575795
600185.SH,珠免集团,10546.0,1323,17,600185,7.06,0.4267425320056808
002747.SZ,埃斯顿,10514.0,1324,33,002747,21.67,0.6035283194057687
688361.SH,中科飞测,10507.5,1325,17,688361,156.8,-2.789832610043397
002006.SZ,精工科技,10495.5,1326,33,002006,21.05,2.6328620185275433
603119.SH,浙江荣泰,10491.5,1327,17,603119,90.23,0.30013339261895317
002534.SZ,西子洁能,10485.5,1328,33,002534,17.33,1.7615971814444928
301595.SZ,太力科技,10480.0,1329,33,301595,41.08,6.701298701298697
300204.SZ,舒泰神,10475.0,1330,33,300204,27.25,0.5535055350553453
603606.SH,东方电缆,10466.0,1331,17,603606,61.76,-2.2630163000474757
300083.SZ,创世纪,10463.5,1332,33,300083,9.65,0.5208333333333408
301246.SZ,宏源药业,10462.5,1333,33,301246,20.79,1.5136718749999938
300623.SZ,捷捷微电,10460.5,1334,33,300623,27.64,2.0302694721299397
600108.SH,亚盛集团,10456.0,1335,17,600108,3.26,0.0
600301.SH,华锡有色,10438.0,1336,17,600301,38.15,-1.242557597721988
002292.SZ,奥飞娱乐,10418.5,1337,33,002292,8.78,0.11402508551881171
002369.SZ,卓翼科技,10413.0,1338,33,002369,8.62,0.7009345794392373
