股票代码,股票简称,个股热度[20251224],个股热度排名[20251224],market_code,code,最新价,最新涨跌幅
688750.SH,金天钛业,3362.0,3049,17,688750,19.24,1.9607843137254766
000601.SZ,韶能股份,3361.5,3051,33,000601,4.79,-1.2371134020618477
300996.SZ,普联软件,3357.5,3053,33,300996,16.32,0.6165228113440285
301291.SZ,明阳电气,3357.5,3052,33,301291,43.33,1.61819887429643
603633.SH,徕木股份,3356.5,3054,17,603633,10.16,3.5677879714576926
300048.SZ,合康新能,3355.5,3056,33,300048,5.81,0.5190311418685011
603508.SH,思维列控,3355.5,3055,17,603508,27.94,1.4156079854809458
300103.SZ,达刚控股,3353.0,3057,33,300103,7.61,4.532967032967034
688449.SH,联芸科技,3352.0,3058,17,688449,46.02,1.365638766519834
002930.SZ,宏川智慧,3351.5,3059,33,002930,11.0,0.45662100456621657
002437.SZ,誉衡药业,3349.5,3060,33,002437,3.14,0.0
601298.SH,青岛港,3347.5,3061,17,601298,8.46,-0.5875440658049229
002780.SZ,三夫户外,3346.5,3062,33,002780,14.61,0.0
300084.SZ,海默科技,3346.0,3063,33,300084,9.8,2.296450939457209
002425.SZ,凯撒文化,3344.0,3064,33,002425,3.68,0.27247956403270385
001390.SZ,古麒绒材,3343.0,3065,33,001390,24.95,0.48328634716069674
603227.SH,雪峰科技,3341.5,3066,17,603227,8.33,0.12019230769230513
688478.SH,晶升股份,3340.0,3067,17,688478,39.08,3.7981407702523233
301215.SZ,中汽股份,3339.0,3068,33,301215,6.82,1.0370370370370412
001382.SZ,新亚电缆,3335.5,3070,33,001382,20.45,0.9876543209876508
002116.SZ,中国海诚,3335.5,3069,33,002116,10.48,0.47938638542666073
920060.BJ,万源通,3332.0,3071,151,920060,32.86,-1.9982105577095188
605337.SH,李子园,3327.5,3072,17,605337,12.35,-1.1208967173739037
600587.SH,新华医疗,3327.0,3073,17,600587,14.63,0.8270158511371537
300075.SZ,数字政通,3326.5,3074,33,300075,14.7,1.3793103448275814
300992.SZ,泰福泵业,3323.5,3075,33,300992,26.75,-2.6564774381368284
300952.SZ,恒辉安防,3316.0,3076,33,300952,33.41,1.6737674984783846
002912.SZ,中新赛克,3314.0,3077,33,002912,29.24,1.4221297259798826
603126.SH,中材节能,3313.0,3078,17,603126,6.79,1.1922503725782425
600572.SH,康恩贝,3312.0,3079,17,600572,4.54,-0.2197802197802151
600566.SH,济川药业,3311.0,3080,17,600566,26.44,-0.6388575723412182
688063.SH,派能科技,3310.5,3081,17,688063,58.22,1.9079292840889135
301042.SZ,安联锐视,3306.5,3082,33,301042,85.01,2.175480769230772
000708.SZ,中信特钢,3306.0,3083,33,000708,15.82,0.6361323155216262
688728.SH,格科微,3305.0,3084,17,688728,15.12,1.2726054922973844
300816.SZ,艾可蓝,3304.5,3085,33,300816,44.87,3.0309988518943753
002946.SZ,新乳业,3303.0,3086,33,002946,18.62,-0.42780748663100693
002440.SZ,闰土股份,3302.5,3087,33,002440,7.7,1.986754966887422
603948.SH,建业股份,3301.5,3088,17,603948,26.39,0.9177820267686501
603177.SH,德创环保,3300.5,3089,17,603177,11.49,0.8779631255487238
301019.SZ,宁波色母,3296.5,3090,33,301019,23.81,1.3191489361702073
603051.SH,鹿山新材,3296.0,3091,17,603051,20.18,0.24838549428713716
002597.SZ,金禾实业,3292.0,3092,33,002597,21.01,0.767386091127099
002995.SZ,天地在线,3291.5,3093,33,002995,16.36,1.4259144451332948
000989.SZ,九芝堂,3288.5,3094,33,000989,8.95,0.6749156355455423
002486.SZ,嘉麟杰,3284.0,3095,33,002486,3.12,0.6451612903225812
603489.SH,八方股份,3283.5,3096,17,603489,29.1,-0.7164790174001955
301557.SZ,常友科技,3283.0,3097,33,301557,143.9,0.9895431258333893
002652.SZ,扬子新材,3282.0,3098,33,002652,3.65,0.27472527472526886
600822.SH,上海物贸,3281.5,3099,17,600822,10.98,-1.612903225806449
300227.SZ,光韵达,3281.0,3101,33,300227,8.91,2.413793103448286
600080.SH,金花股份,3281.0,3100,17,600080,7.77,-1.6455696202531744
603505.SH,金石资源,3277.5,3102,17,603505,18.74,0.21390374331550346
002073.SZ,软控股份,3276.5,3104,33,002073,8.15,0.4932182490752272
688049.SH,炬芯科技,3276.5,3103,17,688049,52.25,3.403918464278644
003019.SZ,宸展光电,3275.0,3105,33,003019,33.68,1.9679079624583669
002403.SZ,爱仕达,3270.0,3106,33,002403,12.23,0.5756578947368445
601599.SH,浙文影业,3269.5,3108,17,601599,3.89,0.7772020725388665
601918.SH,新集能源,3269.5,3107,17,601918,6.71,-0.44510385756676923
300681.SZ,英搏尔,3266.5,3110,33,300681,24.34,1.247920133111484
600062.SH,华润双鹤,3266.5,3109,17,600062,18.46,0.16277807921867138
000650.SZ,仁和药业,3265.5,3112,33,000650,5.79,0.5208333333333377
300797.SZ,钢研纳克,3265.5,3111,33,300797,16.45,2.2374145431945274
002069.SZ,獐子岛,3259.0,3113,33,002069,3.85,0.7853403141361321
600821.SH,金开新能,3258.0,3114,17,600821,5.2,0.0
000739.SZ,普洛药业,3256.0,3115,33,000739,16.65,-0.41866028708134145
000767.SZ,晋控电力,3253.0,3117,33,000767,2.85,0.0
600193.SH,*ST创兴,3253.0,3116,22,600193,3.97,5.026455026455037
300835.SZ,龙磁科技,3252.0,3119,33,300835,66.6,1.912777352716144
600874.SH,创业环保,3252.0,3118,17,600874,6.01,0.0
002480.SZ,新筑股份,3248.0,3120,33,002480,6.44,-1.075268817204292
600159.SH,大龙地产,3241.5,3121,17,600159,2.81,0.7168458781362014
920726.BJ,朱老六,3239.0,3122,151,920726,21.79,-1.402714932126707
603607.SH,京华激光,3238.0,3123,17,603607,25.23,0.6382130035899487
000728.SZ,国元证券,3237.0,3124,33,000728,8.37,0.9650180940892651
603191.SH,望变电气,3235.5,3125,17,603191,15.3,0.9234828496042253
002819.SZ,东方中科,3233.0,3126,33,002819,27.0,1.0857356795207755
600959.SH,江苏有线,3228.5,3128,17,600959,3.39,0.2958579881656873
603707.SH,健友股份,3228.5,3127,17,603707,9.29,0.5411255411255296
600816.SH,建元信托,3227.0,3129,17,600816,2.88,1.4084507042253533
002732.SZ,燕塘乳业,3226.5,3130,33,002732,17.66,-0.7865168539325874
002630.SZ,ST华西,3223.0,3132,33,002630,2.65,1.5325670498084305
603043.SH,广州酒家,3223.0,3131,17,603043,17.99,-1.0995052226498232
600545.SH,卓郎智能,3220.5,3133,17,600545,2.57,0.0
920199.BJ,倍益康,3220.0,3134,151,920199,37.22,4.87461256692025
300026.SZ,红日药业,3213.5,3135,33,300026,3.6,0.8403361344537885
300125.SZ,*ST聆达,3211.0,3138,33,300125,7.97,1.2706480304955483
600125.SH,铁龙物流,3211.0,3137,17,600125,6.5,1.2461059190031163
600505.SH,西昌电力,3211.0,3136,17,600505,12.98,1.011673151750979
605228.SH,神通科技,3207.0,3139,17,605228,14.76,1.722949689869056
002955.SZ,鸿合科技,3205.0,3141,33,002955,29.65,0.6107906345436027
300590.SZ,移为通信,3205.0,3140,33,300590,12.56,1.9480519480519498
002647.SZ,*ST仁东,3204.5,3142,33,002647,7.32,0.0
300021.SZ,大禹节水,3203.5,3143,33,300021,4.55,0.4415011037527499
603658.SH,安图生物,3203.0,3144,17,603658,36.04,0.6422786931024765
603500.SH,祥和实业,3201.5,3145,17,603500,11.8,2.51954821894006
002662.SZ,峰璟股份,3200.0,3146,33,002662,4.01,0.7537688442211006
605289.SH,罗曼股份,3198.5,3147,17,605289,66.5,-0.7018067791548438
600743.SH,华远控股,3196.0,3148,17,600743,2.0,0.0
301252.SZ,同星科技,3190.5,3149,33,301252,28.52,0.9200283085633333
601678.SH,滨化股份,3190.0,3150,17,601678,4.31,0.46620046620045624
600866.SH,星湖科技,3189.5,3151,17,600866,6.88,0.5847953216374274
000868.SZ,安凯客车,3188.5,3152,33,000868,4.98,1.6326530612244912
603758.SH,秦安股份,3186.5,3153,17,603758,18.26,1.6703786191536787
600037.SH,歌华有线,3183.0,3154,17,600037,7.29,0.27510316368638876
001227.SZ,兰州银行,3181.0,3155,33,001227,2.33,0.43103448275863065
002613.SZ,北玻股份,3180.0,3157,33,002613,3.79,1.0666666666666675
301041.SZ,金百泽,3180.0,3156,33,301041,27.62,2.1827598964113943
600007.SH,中国国贸,3178.0,3158,17,600007,19.36,1.0438413361169065
002068.SZ,黑猫股份,3175.0,3159,33,002068,9.03,-0.11061946902654632
603839.SH,安正时尚,3171.5,3160,17,603839,7.92,0.50761421319797
002737.SZ,葵花药业,3171.0,3161,33,002737,14.92,0.8108108108108055
603072.SH,天和磁材,3170.5,3162,17,603072,40.68,0.6681514476614777
603527.SH,众源新材,3169.0,3163,17,603527,10.95,1.5769944341372908
688392.SH,骄成超声,3168.5,3164,17,688392,121.72,-2.6473646324882045
300480.SZ,光力科技,3168.0,3165,33,300480,16.55,1.3472137170851344
001387.SZ,雪祺电气,3164.0,3167,33,001387,14.21,0.851667849538687
300555.SZ,ST路通,3164.0,3166,33,300555,14.6,5.797101449275353
603418.SH,友升股份,3163.0,3168,17,603418,56.41,0.7321428571428511
301267.SZ,华厦眼科,3162.0,3169,33,301267,18.31,1.3281682346430461
002216.SZ,三全食品,3158.5,3172,33,002216,11.61,-0.8539709649872025
002668.SZ,TCL智家,3158.5,3171,33,002668,10.69,0.3755868544600859
688246.SH,嘉和美康,3158.5,3170,17,688246,23.9,-2.4091465904450793
603997.SH,继峰股份,3158.0,3173,17,603997,14.09,-1.1228070175438607
301631.SZ,壹连科技,3156.5,3174,33,301631,106.52,0.01877934272300096
600054.SH,黄山旅游,3155.0,3175,17,600054,11.42,0.43975373790677846
002945.SZ,华林证券,3154.5,3177,33,002945,14.37,1.125967628430671
601898.SH,中煤能源,3154.5,3176,17,601898,12.88,-0.3866976024748564
603167.SH,渤海轮渡,3154.0,3179,17,603167,9.47,-0.10548523206750829
603499.SH,翔港科技,3154.0,3178,17,603499,20.59,0.7831620166421935
600594.SH,益佰制药,3151.5,3180,17,600594,4.17,-0.477326968973758
301010.SZ,晶雪节能,3146.0,3181,33,301010,22.26,1.2278308321964673
920491.BJ,奥迪威,3145.0,3182,151,920491,28.31,0.3189227498228202
600106.SH,重庆路桥,3144.5,3183,17,600106,6.2,0.32362459546926314
002758.SZ,浙农股份,3143.5,3185,33,002758,9.95,1.5306122448979447
300746.SZ,汉嘉设计,3143.5,3184,33,300746,12.57,1.9464720194647218
603130.SH,云中马,3140.0,3186,17,603130,47.67,0.8888888888888925
002286.SZ,保龄宝,3138.0,3187,33,002286,9.13,0.0
002757.SZ,南兴股份,3136.0,3188,33,002757,15.85,1.40754958413307
300494.SZ,盛天网络,3132.0,3189,33,300494,11.91,1.1035653650254735
688508.SH,芯朋微,3131.5,3190,17,688508,60.8,2.202050764834418
002760.SZ,凤形股份,3131.0,3191,33,002760,21.4,1.2298959318826774
300611.SZ,美力科技,3129.5,3192,33,300611,26.23,0.5366040628593353
601229.SH,上海银行,3127.5,3193,17,601229,9.9,0.0
002323.SZ,雅博股份,3126.5,3194,33,002323,1.66,0.6060606060606066
600477.SH,杭萧钢构,3123.5,3195,17,600477,2.66,1.1406844106463974
600360.SH,*ST华微,3122.0,3198,22,600360,7.92,0.2531645569620199
600710.SH,苏美达,3122.0,3197,17,600710,10.83,0.5571030640668571
601021.SH,春秋航空,3122.0,3196,17,601021,55.55,-1.4371894960965264
605338.SH,巴比食品,3120.5,3199,17,605338,28.93,-1.1615989067304402
001283.SZ,豪鹏科技,3120.0,3200,33,001283,69.7,1.1024078909196477
600491.SH,龙元建设,3119.5,3201,17,600491,2.69,-0.3703703703703789
000920.SZ,沃顿科技,3114.5,3203,33,000920,12.67,1.3599999999999994
002062.SZ,宏润建设,3114.5,3202,33,002062,9.15,0.4390779363337094
002991.SZ,甘源食品,3111.0,3204,33,002991,57.34,-1.8654800616121792
001213.SZ,中铁特货,3109.0,3205,33,001213,4.12,0.4878048780487918
300508.SZ,维宏股份,3108.5,3207,33,300508,33.8,1.6847172081828976
688603.SH,天承科技,3108.5,3206,17,688603,82.68,3.6090225563909897
000856.SZ,冀东装备,3107.5,3208,33,000856,10.07,1.1044176706827251
601222.SH,林洋能源,3105.0,3209,17,601222,5.57,0.36036036036036867
300580.SZ,贝斯特,3103.5,3210,33,300580,23.62,0.9833262077811048
002033.SZ,丽江股份,3103.0,3211,33,002033,9.27,0.32467532467531773
688173.SH,希荻微,3097.5,3212,17,688173,14.85,2.2727272727272734
002736.SZ,国信证券,3097.0,3213,33,002736,13.19,0.6102212051868808
301370.SZ,国科恒泰,3093.0,3214,33,301370,11.79,-0.16934801016089204
002649.SZ,博彦科技,3092.5,3215,33,002649,12.86,1.5797788309636596
300341.SZ,麦克奥迪,3091.5,3217,33,300341,17.13,2.2076372315035644
600470.SH,六国化工,3091.5,3216,17,600470,6.05,-0.16501650165016152
301373.SZ,凌玮科技,3091.0,3218,33,301373,32.25,3.4980744544287545
002401.SZ,中远海科,3090.5,3219,33,002401,15.74,0.8974358974359011
300357.SZ,我武生物,3090.0,3220,33,300357,29.47,0.23809523809523908
600369.SH,西南证券,3087.0,3221,17,600369,4.49,0.8988764044943828
002253.SZ,*ST智胜,3084.5,3222,33,002253,11.05,3.271028037383191
688615.SH,合合信息,3083.5,3223,17,688615,213.93,0.15918348237277186
301088.SZ,戎美股份,3081.5,3224,33,301088,16.57,-1.1336515513126566
601798.SH,蓝科高新,3081.0,3225,17,601798,9.0,-0.3322259136212554
003001.SZ,中岩大地,3080.0,3226,33,003001,20.48,1.7892644135188838
600503.SH,华丽家族,3079.0,3227,17,600503,2.71,0.7434944237918223
002917.SZ,金奥博,3078.0,3229,33,002917,13.3,0.3773584905660431
688106.SH,金宏气体,3078.0,3228,17,688106,19.84,0.20202020202019771
688788.SH,科思科技,3076.0,3230,17,688788,69.9,-3.546295018628389
600933.SH,爱柯迪,3075.5,3231,17,600933,18.95,1.4997321906802226
603318.SH,水发燃气,3072.0,3232,17,603318,6.76,0.5952380952380958
300349.SZ,金卡智能,3071.5,3233,33,300349,14.25,0.7779349363507739
688380.SH,中微半导,3069.0,3234,17,688380,32.65,1.9356852950358958
688362.SH,甬矽电子,3068.5,3235,17,688362,32.38,0.6840796019900683
600909.SH,华安证券,3066.0,3236,17,600909,6.58,0.7656967840735042
300294.SZ,博雅生物,3064.0,3238,33,300294,23.34,2.278702892199823
600841.SH,动力新科,3064.0,3237,17,600841,6.13,-1.1290322580645207
000589.SZ,贵州轮胎,3063.5,3239,33,000589,4.99,-0.39920159680637873
002690.SZ,美亚光电,3060.5,3240,33,002690,21.07,0.28557829604949414
300529.SZ,健帆生物,3060.0,3241,33,300529,19.87,1.27420998980632
000503.SZ,国新健康,3056.5,3243,33,000503,9.18,0.5476451259583672
300830.SZ,金现代,3056.5,3242,33,300830,10.03,1.007049345417922
300194.SZ,福安药业,3052.0,3244,33,300194,4.56,0.6622516556291249
301276.SZ,嘉曼服饰,3050.0,3245,33,301276,28.45,1.5346181299072081
301073.SZ,君亭酒店,3049.0,3246,33,301073,27.0,-0.4791743457427166
000576.SZ,甘化科工,3047.5,3247,33,000576,10.4,2.0608439646712546
000839.SZ,国安股份,3046.5,3249,33,000839,2.63,0.7662835249042153
600903.SH,贵州燃气,3046.5,3248,17,600903,6.72,0.2985074626865608
002408.SZ,齐翔腾达,3044.5,3250,33,002408,4.9,0.8230452674897126
603565.SH,中谷物流,3042.0,3251,17,603565,10.56,0.7633587786259548
601515.SH,衢州东峰,3041.0,3252,17,601515,4.26,1.6706443914081
603215.SH,比依股份,3036.5,3253,17,603215,20.98,1.1571841851494793
603189.SH,网达软件,3036.5,3254,17,603189,19.71,0.15243902439024967
300318.SZ,博晖创新,3032.0,3255,33,300318,6.36,1.5974440894568775
300161.SZ,华中数控,3027.0,3256,33,300161,28.35,0.7820831852115265
002832.SZ,比音勒芬,3025.5,3257,33,002832,15.17,0.6635700066356977
301622.SZ,英思特,3024.5,3258,33,301622,64.26,2.1296884933248625
301055.SZ,张小泉,3024.0,3259,33,301055,19.79,0.8150789607743257
300080.SZ,易成新能,3022.0,3260,33,300080,4.93,1.4403292181069833
601858.SH,中国科传,3021.5,3261,17,601858,17.69,1.027984009137634
603406.SH,天富龙,3021.0,3262,17,603406,40.18,1.3111447302067654
002376.SZ,新北洋,3020.0,3263,33,002376,7.54,0.667556742323095
600655.SH,豫园股份,3018.0,3264,17,600655,5.25,-0.943396226415091
603086.SH,先达股份,3017.0,3265,17,603086,8.2,0.24449877750610727
600812.SH,华北制药,3015.0,3266,17,600812,5.63,-0.5300353356890504
300343.SZ,ST联创,3010.0,3268,33,300343,5.96,0.3367003367003295
688455.SH,科捷智能,3010.0,3267,17,688455,20.82,5.84646670055922
002799.SZ,环球印务,3006.5,3269,33,002799,8.65,0.9334889148191373
688081.SH,兴图新科,3002.5,3270,17,688081,32.07,4.360559713634885
603109.SH,神驰机电,3002.0,3271,17,603109,25.22,0.5181347150259028
605268.SH,王力安防,3001.0,3272,17,605268,11.14,0.450856627592432
688691.SH,灿芯股份,2999.5,3273,17,688691,106.51,0.8617424242424345
301201.SZ,诚达药业,2993.5,3276,33,301201,41.34,-0.8633093525179842
600609.SH,金杯汽车,2993.5,3275,17,600609,4.71,0.21276595744680396
603520.SH,司太立,2993.5,3274,17,603520,9.56,-0.3128258602711091
000010.SZ,美丽生态,2992.5,3277,33,000010,3.6,-0.5524861878453043
600773.SH,西藏城投,2991.0,3278,17,600773,12.55,0.4000000000000057
603882.SH,金域医学,2989.0,3279,17,603882,27.94,0.35919540229885566
300685.SZ,艾德生物,2988.5,3280,33,300685,20.63,1.6256157635467896
000045.SZ,深纺织A,2988.0,3281,33,000045,12.06,1.4297729184188388
300926.SZ,博俊科技,2987.0,3282,33,300926,31.15,0.8090614886731392
688010.SH,福光股份,2985.5,3283,17,688010,30.07,0.7370184254606327
300665.SZ,飞鹿股份,2984.0,3285,33,300665,9.95,0.7085020242914828
301158.SZ,德石股份,2984.0,3284,33,301158,21.95,1.2453874538745369
688651.SH,盛邦安全,2983.5,3286,17,688651,41.03,4.614992350841414
003000.SZ,劲仔食品,2982.0,3287,33,003000,11.7,0.0
600955.SH,维远股份,2981.5,3289,17,600955,15.0,1.078167115902966
688135.SH,利扬芯片,2981.5,3288,17,688135,27.92,2.533969886154981
000012.SZ,南玻A,2981.0,3290,33,000012,4.49,0.8988764044943828
601666.SH,平煤股份,2979.0,3291,17,601666,7.97,-0.25031289111389815
601369.SH,陕鼓动力,2978.5,3292,17,601369,10.14,1.0967098703888456
300240.SZ,飞力达,2978.0,3293,33,300240,7.5,0.2673796791443793
600645.SH,中源协和,2975.5,3294,17,600645,25.46,0.473559589581693
920857.BJ,泓禧科技,2974.5,3295,151,920857,36.49,-4.501439413766027
002870.SZ,香山股份,2973.0,3296,33,002870,36.08,1.6910935738444235
300651.SZ,金陵体育,2972.0,3297,33,300651,20.85,-0.23923444976075198
300895.SZ,铜牛信息,2970.0,3298,33,300895,43.51,0.25345622119815536
688268.SH,华特气体,2968.5,3299,17,688268,60.67,0.19818331957061033
300415.SZ,伊之密,2965.0,3300,33,300415,25.46,0.5926511260371479
300897.SZ,山科智能,2964.5,3301,33,300897,27.06,3.0464584920030355
600177.SH,雅戈尔,2963.5,3302,17,600177,7.51,0.0
600168.SH,武汉控股,2956.0,3303,17,600168,5.16,-0.1934235976789127
300888.SZ,稳健医疗,2954.0,3304,33,300888,38.11,-0.3138896154852144
300587.SZ,天铁科技,2951.5,3305,33,300587,7.14,2.4390243902439015
600216.SH,浙江医药,2951.0,3306,17,600216,13.85,-0.35971223021583243
000557.SZ,西部创业,2947.5,3307,33,000557,4.93,0.6122448979591706
688648.SH,中邮科技,2945.5,3308,17,688648,60.22,0.0
600097.SH,开创国际,2940.5,3309,17,600097,11.63,0.9548611111111216
603334.SH,丰倍生物,2938.5,3310,17,603334,42.09,0.19043084979768007
600350.SH,山东高速,2934.0,3311,17,600350,9.58,1.1615628299894343
003015.SZ,日久光电,2928.0,3312,33,003015,15.86,1.6666666666666654
605122.SH,四方新材,2927.5,3313,17,605122,13.6,0.517368810051739
688432.SH,有研硅,2926.5,3314,17,688432,12.57,2.029220779220779
002314.SZ,南山控股,2925.5,3316,33,002314,2.86,0.0
600851.SH,海欣股份,2925.5,3315,17,600851,7.13,0.4225352112676092
300971.SZ,博亚精工,2925.0,3317,33,300971,23.56,2.1682567215958373
002224.SZ,三力士,2924.0,3319,33,002224,4.45,0.9070294784580507
600894.SH,广日股份,2924.0,3318,17,600894,9.2,0.6564551422319335
001229.SZ,魅视科技,2923.5,3320,33,001229,38.0,2.123085192152645
688702.SH,盛科通信,2922.0,3321,17,688702,132.75,-0.8588498879761057
920121.BJ,江天科技,2920.0,3322,151,920121,,
600605.SH,汇通能源,2919.5,3323,17,600605,30.07,2.278911564625856
300333.SZ,兆日科技,2917.5,3326,33,300333,10.95,1.860465116279063
600315.SH,上海家化,2917.5,3325,17,600315,22.93,1.3704686118479166
605009.SH,豪悦护理,2917.5,3324,17,605009,31.65,1.0536398467432895
920493.BJ,并行科技,2915.5,3327,151,920493,133.58,-0.1868041545243966
300558.SZ,贝达药业,2914.5,3329,33,300558,47.36,0.6161036753770961
600060.SH,海信视像,2914.5,3328,17,600060,24.46,0.32813781788351865
600285.SH,羚锐制药,2914.0,3330,17,600285,21.02,0.0
301658.SZ,首航新能,2910.0,3331,33,301658,29.49,2.0415224913494807
688506.SH,百利天恒,2908.5,3332,17,688506,342.0,-2.117916428162558
000156.SZ,华数传媒,2908.0,3333,33,000156,7.45,0.4043126684636152
300066.SZ,三川智慧,2907.0,3334,33,300066,6.33,1.44230769230769
002692.SZ,远程股份,2904.0,3335,33,002692,5.21,1.9569471624266075
002838.SZ,道恩股份,2903.0,3336,33,002838,24.42,1.4962593516209601
000537.SZ,中绿电,2902.0,3338,33,000537,8.38,-0.238095238095233
300181.SZ,佐力药业,2902.0,3337,33,300181,16.98,-0.4689331770222644
002030.SZ,达安基因,2900.0,3340,33,002030,6.07,0.4966887417218584
002724.SZ,海洋王,2900.0,3339,33,002724,6.75,1.6566265060241012
300979.SZ,华利集团,2898.5,3341,33,300979,52.18,-0.9491268033409264
603616.SH,韩建河山,2896.0,3342,17,603616,5.14,1.1811023622047168
002899.SZ,英派斯,2895.0,3343,33,002899,26.15,2.7101335428122453
300323.SZ,华灿光电,2890.5,3345,33,300323,7.62,2.5572005383580136
603687.SH,大胜达,2890.5,3344,17,603687,9.51,0.3164556962025249
300976.SZ,达瑞电子,2888.5,3346,33,300976,60.5,3.1543052003410086
600906.SH,财达证券,2885.0,3347,17,600906,6.84,0.7363770250368162
688146.SH,中船特气,2883.5,3349,17,688146,41.73,1.8301610541727673
920982.BJ,锦波生物,2883.5,3348,151,920982,247.48,-0.9128763613068551
000717.SZ,中南股份,2880.5,3350,33,000717,2.62,0.7692307692307699
001226.SZ,拓山重工,2878.5,3352,33,001226,42.51,-0.8166122258516132
301321.SZ,翰博高新,2878.5,3351,33,301321,18.86,-0.4223864836325335
000541.SZ,佛山照明,2877.5,3353,33,000541,6.09,0.8278145695364209
002646.SZ,天佑德酒,2873.5,3356,33,002646,8.88,-0.1124859392575904
300183.SZ,东软载波,2873.5,3355,33,300183,14.75,2.3594725884802212
301548.SZ,崇德科技,2873.5,3354,33,301548,54.53,0.05504587155963511
603018.SH,华设集团,2872.5,3357,17,603018,7.82,0.5141388174807202
000809.SZ,和展能源,2872.0,3359,33,000809,3.34,1.8292682926829285
603983.SH,丸美生物,2872.0,3358,17,603983,32.62,-1.1515151515151594
002719.SZ,麦趣尔,2871.0,3361,33,002719,8.76,-0.9049773755656116
301090.SZ,华润材料,2871.0,3360,33,301090,7.1,2.6011560693641576
000521.SZ,长虹美菱,2869.0,3363,33,000521,6.55,0.6144393241167441
600082.SH,海泰发展,2869.0,3362,17,600082,3.99,0.5037783375314866
000059.SZ,华锦股份,2868.5,3364,33,000059,5.14,2.3904382470119545
002500.SZ,山西证券,2865.5,3365,33,002500,6.09,0.8278145695364209
603586.SH,金麒麟,2865.0,3366,17,603586,18.82,1.6198704103671746
603014.SH,威高血净,2864.5,3367,17,603014,40.95,1.111111111111118
601616.SH,广电电气,2864.0,3368,17,601616,3.89,1.0389610389610398
688510.SH,航亚科技,2863.5,3369,17,688510,25.59,5.135579293344289
301261.SZ,恒工精密,2862.5,3370,33,301261,79.46,0.7225250348586553
601998.SH,中信银行,2860.5,3371,17,601998,7.42,-0.6693440428380164
688003.SH,天准科技,2859.0,3372,17,688003,57.76,1.1381544388023088
688157.SH,松井股份,2858.5,3373,17,688157,38.96,3.150648662960015
002905.SZ,金逸影视,2856.5,3374,33,002905,10.36,0.5825242718446477
301119.SZ,正强股份,2854.0,3375,33,301119,51.0,-0.05878894767783879
601107.SH,四川成渝,2852.5,3376,17,601107,6.32,0.9584664536741294
002822.SZ,*ST中装,2851.5,3377,33,002822,3.95,1.5424164524421606
603989.SH,艾华集团,2851.0,3378,17,603989,16.88,2.6763990267639763
000623.SZ,吉林敖东,2848.5,3380,33,000623,19.63,0.6666666666666615
301109.SZ,军信股份,2848.5,3379,33,301109,15.26,1.19363395225464
301039.SZ,中集车辆,2845.5,3381,33,301039,10.23,-0.38948393378772295
000713.SZ,国投丰乐,2843.0,3382,33,000713,6.75,0.14836795252225202
688275.SH,万润新能,2841.5,3383,17,688275,77.35,2.112211221122105
600880.SH,博瑞传播,2838.0,3384,17,600880,4.92,0.40816326530611374
600189.SH,泉阳泉,2837.5,3385,17,600189,7.15,0.14005602240897305
002060.SZ,广东建工,2836.5,3386,33,002060,3.69,0.2717391304347768
600675.SH,中华企业,2836.0,3387,17,600675,2.75,0.7326007326007332
002755.SZ,奥赛康,2825.0,3388,33,002755,16.6,0.5451241671714103
688545.SH,兴福电子,2824.0,3389,17,688545,37.28,0.4039859951521642
000822.SZ,山东海化,2823.5,3390,33,000822,5.32,0.5671077504725945
002019.SZ,亿帆医药,2823.0,3392,33,002019,11.92,1.1026293469041628
600926.SH,杭州银行,2823.0,3391,17,600926,15.32,-0.4548408057180005
301058.SZ,中粮科工,2819.5,3393,33,301058,10.96,0.8279668813247621
603439.SH,三力制药,2818.5,3394,17,603439,11.84,0.08453085376162119
001335.SZ,信凯科技,2815.0,3395,33,001335,43.69,-2.25950782997764
600792.SH,云煤能源,2814.5,3396,17,600792,4.0,0.25062656641603476
601860.SH,紫金银行,2813.5,3398,17,601860,2.76,0.3636363636363559
920171.BJ,志晟信息,2813.5,3397,151,920171,24.92,4.180602006688963
600310.SH,广西能源,2813.0,3399,17,600310,3.81,0.5277044854881271
002468.SZ,申通快递,2812.5,3400,33,002468,14.25,-0.5582693649685978
603888.SH,新华网,2810.5,3401,17,603888,19.06,0.686740623349176
301031.SZ,中熔电气,2809.5,3402,33,301031,112.52,2.477231329690345
300522.SZ,世名科技,2809.0,3403,33,300522,12.72,0.15748031496064055
300962.SZ,中金辐照,2808.0,3404,33,300962,16.71,1.8902439024390385
300407.SZ,凯发电气,2807.5,3405,33,300407,11.55,1.4047410008779644
603057.SH,紫燕食品,2805.0,3406,17,603057,19.81,1.694045174537979
301368.SZ,丰立智能,2803.0,3409,33,301368,56.19,1.061151079136684
688088.SH,虹软科技,2803.0,3408,17,688088,47.48,0.4442563994076449
688699.SH,明微电子,2803.0,3407,17,688699,45.01,1.1460674157303326
300965.SZ,恒宇信通,2801.5,3410,33,300965,62.96,1.910003237293622
603217.SH,元利科技,2799.0,3411,17,603217,25.15,0.3992015968063787
002867.SZ,周大生,2796.0,3413,33,002867,12.17,-0.24590163934425707
603348.SH,文灿股份,2796.0,3412,17,603348,19.35,0.8863399374348369
300467.SZ,迅游科技,2795.5,3414,33,300467,27.64,-0.07230657989876925
